id,query,parent_query_ids,sector,geography,query_type,company_names,company_exposure_established,reason,execution_status
targeted_11,Southeast Georgia EV suppliers tariff exclusions eligibility Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_15""]",automotive_and_trade,southeast_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_12,Bryan County EV manufacturing tariffs imported components Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_16""]",automotive_and_trade,southeast_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_13,Savannah automotive supply chain import duties Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_17""]",automotive_and_trade,southeast_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_14,Chatham County automotive suppliers tariff exposure Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_18""]",automotive_and_trade,southeast_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_15,Liberty County automotive parts manufacturers tariffs Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_21""]",automotive_and_trade,southeast_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_16,Ellabell EV manufacturing imported equipment tariffs Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_26""]",automotive_and_trade,southeast_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_17,Southeast Georgia development authorities automotive tariff impacts Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_27""]",automotive_and_trade,southeast_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_18,Port of Savannah EV components tariff exposure Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_29""]",automotive_and_trade,southeast_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_19,Port of Brunswick vehicle imports tariff impacts Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_30""]",automotive_and_trade,southeast_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_20,Hyundai Motor Group Metaplant America tariffs imported components Section 232 auto parts tariff HTS effective date effective date 2026 Southeast Georgia,"[""q_31""]",automotive_and_trade,southeast_georgia,company_context,"[""Hyundai""]",False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_21,Hyundai Metaplant Georgia tariff exposure supplier sourcing Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_32""]",automotive_and_trade,southeast_georgia,company_context,"[""Hyundai""]",False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_22,Hyundai Georgia EV production tariffs cost impacts Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_33""]",automotive_and_trade,statewide_georgia,company_context,"[""Hyundai""]",False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_23,Hyundai Metaplant imported machinery customs duties Section 232 auto parts tariff HTS effective date effective date 2026 Southeast Georgia,"[""q_34""]",automotive_and_trade,southeast_georgia,company_context,"[""Hyundai""]",False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_24,Hyundai Georgia battery sourcing tariff exposure Section 301 battery critical minerals tariff origin effective date 2026,"[""q_35""]",batteries_and_minerals,statewide_georgia,company_context,"[""Hyundai""]",False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_25,Ecoplastic Georgia imported automotive plastics tariffs Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_41""]",automotive_and_trade,statewide_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_26,Joon Georgia automotive components tariff exposure Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_42""]",automotive_and_trade,statewide_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_27,Seoyon E-Hwa Georgia imported materials tariffs Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_43""]",automotive_and_trade,statewide_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_28,Hyundai LG Energy Solution Georgia battery venture tariffs Section 301 battery critical minerals tariff origin effective date 2026,"[""q_44""]",batteries_and_minerals,statewide_georgia,company_context,"[""Hyundai"", ""LG Energy Solution""]",False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_29,Georgia Kia supply chain tariffs Southeast Georgia connections Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_46""]",automotive_and_trade,southeast_georgia,company_context,"[""Kia""]",False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_30,Georgia EV suppliers Mexico sourcing tariff exposure Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_49""]",automotive_and_trade,statewide_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_31,USMCA automotive rules of origin electric vehicles batteries Section 301 battery critical minerals tariff origin effective date 2026,"[""q_66""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_32,Passenger vehicles light trucks electric vehicles HTS tariff differences Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_70""]",automotive_and_trade,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_33,Automotive braking systems steering systems import duties Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_76""]",automotive_and_trade,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_34,Automotive corrosion resistant steel import duties antidumping countervailing Section 232 metal content tariff exclusions effective date 2026,"[""q_93""]",metals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_35,Galvanized automotive steel sheets tariffs country of origin Section 232 metal content tariff exclusions effective date 2026,"[""q_94""]",metals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_36,Automotive steel fasteners bolts nuts import tariffs Section 232 metal content tariff exclusions effective date 2026,"[""q_99""]",metals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_37,EV battery aluminum foil import duties trade remedies Section 301 battery critical minerals tariff origin effective date 2026,"[""q_103""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_38,Automotive aluminum castings import tariff classification Section 232 metal content tariff exclusions effective date 2026,"[""q_104""]",metals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_39,EV battery trays aluminum enclosures Section 232 tariffs Section 301 battery critical minerals tariff origin effective date 2026,"[""q_105""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_40,Copper wire automotive harness import duties Section 232 metal content tariff exclusions effective date 2026,"[""q_108""]",metals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_41,Copper busbars EV battery packs tariff classification Section 301 battery critical minerals tariff origin effective date 2026,"[""q_110""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_42,Lithium ion battery cells South Korea United States import duties Section 301 battery critical minerals tariff origin effective date 2026,"[""q_116""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_43,Lithium ion battery modules Mexico United States origin rules Section 301 battery critical minerals tariff origin effective date 2026,"[""q_118""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_44,Nickel manganese cobalt cathode material import duties Section 301 battery critical minerals tariff origin effective date 2026,"[""q_124""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_45,Cathode precursor materials United States tariff classification Section 301 battery critical minerals tariff origin effective date 2026,"[""q_125""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_46,Active anode material antidumping countervailing duties China Section 301 battery critical minerals tariff origin effective date 2026,"[""q_128""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_47,Silicon based battery anode materials import tariffs Section 301 battery critical minerals tariff origin effective date 2026,"[""q_130""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_48,Nickel sulfate battery grade import duties Section 301 battery critical minerals tariff origin effective date 2026,"[""q_133""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_49,Battery binder PVDF import duties Section 301 battery critical minerals tariff origin effective date 2026,"[""q_141""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_50,Battery conductive carbon additives import tariffs Section 301 battery critical minerals tariff origin effective date 2026,"[""q_142""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_51,Battery copper foil antidumping countervailing duty scope Section 301 battery critical minerals tariff origin effective date 2026,"[""q_143""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_52,EV battery management systems import tariff classification Section 301 battery critical minerals tariff origin effective date 2026,"[""q_146""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_53,EV battery cooling plates import duties Section 301 battery critical minerals tariff origin effective date 2026,"[""q_147""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_54,Recycled lithium nickel cobalt materials United States import duties Section 301 battery critical minerals tariff origin effective date 2026,"[""q_151""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_55,Rare earth permanent magnets United States import tariffs Section 301 battery critical minerals tariff origin effective date 2026,"[""q_152""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_56,EV traction motor magnets country of origin tariff exposure Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_154""]",automotive_and_trade,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_57,Bare printed circuit boards HTS 8534 import duties printed circuit board HTS Section 301 exclusion effective date 2026,"[""q_157""]",pcbs_and_electronics,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_58,Automotive PCB assemblies South Korea import duties printed circuit board HTS Section 301 exclusion effective date 2026,"[""q_160""]",pcbs_and_electronics,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_59,Automotive PCB assemblies Mexico USMCA eligibility printed circuit board HTS Section 301 exclusion effective date 2026,"[""q_163""]",pcbs_and_electronics,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_60,Insulated metal substrate automotive PCBs import tariffs Section 232 metal content tariff exclusions effective date 2026,"[""q_167""]",metals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_61,PCB prepreg fiberglass epoxy materials import tariffs printed circuit board HTS Section 301 exclusion effective date 2026,"[""q_169""]",pcbs_and_electronics,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_62,EV inverter PCB assemblies tariff classification printed circuit board HTS Section 301 exclusion effective date 2026,"[""q_173""]",pcbs_and_electronics,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_63,IGBT power modules import tariff classification Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_176""]",automotive_and_trade,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_64,Automotive sensors radar modules camera modules import duties Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_178""]",automotive_and_trade,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_65,Automotive LCD display modules HTS classification import duties LCD OLED display module HTS customs ruling effective date 2026,"[""q_182""]",displays,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_66,Vehicle instrument cluster displays import duties LCD OLED display module HTS customs ruling effective date 2026,"[""q_187""]",displays,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_67,Automotive display cover glass import duties LCD OLED display module HTS customs ruling effective date 2026,"[""q_190""]",displays,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_68,Automotive displays Mexico assembly country of origin rulings LCD OLED display module HTS customs ruling effective date 2026,"[""q_196""]",displays,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_69,Automotive display module assembly substantial transformation CBP LCD OLED display module HTS customs ruling effective date 2026,"[""q_197""]",displays,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_70,Georgia automotive electronics suppliers PCB display sourcing tariffs printed circuit board HTS Section 301 exclusion effective date 2026,"[""q_198""]",pcbs_and_electronics,statewide_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_71,Southeast Georgia EV cockpit modules imported electronics tariff exposure printed circuit board HTS Section 301 exclusion effective date 2026,"[""q_199""]",pcbs_and_electronics,southeast_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_72,Automotive infotainment system bundled components customs classification LCD OLED display module HTS customs ruling effective date 2026,"[""q_200""]",displays,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_73,Tariff exclusions expiration extensions automotive components Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_209""]",automotive_and_trade,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_74,CBP binding ruling request EV component tariff classification Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_227""]",automotive_and_trade,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_75,Automotive suppliers tariff pass through customer negotiations Georgia Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_231""]",automotive_and_trade,statewide_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_76,Georgia EV projects tariffs construction equipment costs Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_233""]",automotive_and_trade,statewide_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_77,Southeast Georgia automotive tariffs inventory stockpiling Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_239""]",automotive_and_trade,southeast_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_78,Georgia automotive suppliers tariffs logistics working capital Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_243""]",automotive_and_trade,statewide_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_79,site:hts.usitc.gov electric vehicles batteries printed circuits display modules Section 301 battery critical minerals tariff origin effective date 2026,"[""q_252""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_80,site:rulings.cbp.gov electric vehicle battery pack country of origin Section 301 battery critical minerals tariff origin effective date 2026,"[""q_261""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_81,site:gaports.com automobile tariffs Brunswick Savannah Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_265""]",automotive_and_trade,southeast_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_82,site:hyundai.com Georgia tariffs localization suppliers Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_268""]",automotive_and_trade,statewide_georgia,company_context,"[""Hyundai""]",False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_83,site:sec.gov automotive suppliers tariffs Georgia manufacturing Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_270""]",automotive_and_trade,statewide_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_84,Southeast Georgia battery manufacturers import duties Section 301 battery critical minerals tariff origin effective date 2026,"[""q_273""]",batteries_and_minerals,southeast_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_85,Savannah Georgia EV manufacturing tariff costs Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_277""]",automotive_and_trade,southeast_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_86,Bulloch County Georgia EV suppliers import duties Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_279""]",automotive_and_trade,southeast_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_87,Georgia EV suppliers tariff mitigation strategies Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_288""]",automotive_and_trade,statewide_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_88,SK Battery America Georgia battery materials import duties Section 301 battery critical minerals tariff origin effective date 2026,"[""q_300""]",batteries_and_minerals,statewide_georgia,company_context,"[""SK On""]",False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_89,SK On Hyundai Georgia battery venture tariffs Section 301 battery critical minerals tariff origin effective date 2026,"[""q_301""]",batteries_and_minerals,statewide_georgia,company_context,"[""Hyundai"", ""SK On""]",False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_90,Automotive parts substantial transformation country of origin CBP Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_315""]",automotive_and_trade,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_91,Automotive seat belts airbags import duties Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_329""]",automotive_and_trade,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_92,EV charging cables United States import duties Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_336""]",automotive_and_trade,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_93,Section 232 derivative aluminum products EV components Section 232 metal content tariff exclusions effective date 2026,"[""q_349""]",metals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_94,Aluminum battery foil United States import duties Section 301 battery critical minerals tariff origin effective date 2026,"[""q_365""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_95,Georgia metal stamping companies imported steel tariff costs Section 232 metal content tariff exclusions effective date 2026,"[""q_367""]",metals,statewide_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_96,Mexican assembled EV batteries country of origin tariffs Section 301 battery critical minerals tariff origin effective date 2026,"[""q_381""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_97,EV battery cell module pack substantial transformation CBP Section 301 battery critical minerals tariff origin effective date 2026,"[""q_382""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_98,Battery thermal interface materials customs classification duties Section 301 battery critical minerals tariff origin effective date 2026,"[""q_395""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_99,Battery electrode coating equipment import tariffs Section 301 battery critical minerals tariff origin effective date 2026,"[""q_397""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_100,Battery formation testing equipment customs classification duties Section 301 battery critical minerals tariff origin effective date 2026,"[""q_398""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_101,Georgia battery factories imported equipment tariff exposure Section 301 battery critical minerals tariff origin effective date 2026,"[""q_399""]",batteries_and_minerals,statewide_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_102,Georgia battery recycling equipment import duties Section 301 battery critical minerals tariff origin effective date 2026,"[""q_401""]",batteries_and_minerals,statewide_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_103,Spodumene concentrate United States tariff classification Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_405""]",automotive_and_trade,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_104,Spherical purified graphite United States customs classification Section 301 battery critical minerals tariff origin effective date 2026,"[""q_408""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_105,Manganese dioxide United States import duties Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_414""]",automotive_and_trade,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_106,China rare earth export restrictions Georgia automotive suppliers Section 301 battery critical minerals tariff origin effective date 2026,"[""q_421""]",batteries_and_minerals,statewide_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_107,Australia critical minerals United States import duties Section 301 battery critical minerals tariff origin effective date 2026,"[""q_425""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_108,Printed circuit board assemblies automotive import duties printed circuit board HTS Section 301 exclusion effective date 2026,"[""q_431""]",pcbs_and_electronics,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_109,FR-4 PCB laminate United States import duties printed circuit board HTS Section 301 exclusion effective date 2026,"[""q_433""]",pcbs_and_electronics,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_110,EV inverters United States customs classification tariffs printed circuit board HTS Section 301 exclusion effective date 2026,"[""q_435""]",pcbs_and_electronics,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_111,Georgia automotive electronics suppliers component shortages tariffs printed circuit board HTS Section 301 exclusion effective date 2026,"[""q_442""]",pcbs_and_electronics,statewide_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_112,Automotive head-up displays United States import tariffs LCD OLED display module HTS customs ruling effective date 2026,"[""q_450""]",displays,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_113,Automotive center-stack displays United States tariffs LCD OLED display module HTS customs ruling effective date 2026,"[""q_452""]",displays,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_114,Automotive rear-seat entertainment displays import duties LCD OLED display module HTS customs ruling effective date 2026,"[""q_453""]",displays,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_115,TFT LCD modules Section 301 tariffs LCD OLED display module HTS customs ruling effective date 2026,"[""q_454""]",displays,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_116,Automotive displays China United States import tariffs LCD OLED display module HTS customs ruling effective date 2026,"[""q_457""]",displays,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_117,Port of Savannah automotive component imports country of origin Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_460""]",automotive_and_trade,southeast_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_118,Port of Savannah electronics imports customs duties printed circuit board HTS Section 301 exclusion effective date 2026,"[""q_463""]",pcbs_and_electronics,southeast_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_119,Georgia Ports Authority automotive tariffs cargo forecast Section 232 metal content tariff exclusions effective date 2026,"[""q_464""]",metals,statewide_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_120,Savannah foreign trade zone automotive tariff treatment Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_465""]",automotive_and_trade,southeast_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_121,site:cbp.gov battery tariffs country of origin Section 301 battery critical minerals tariff origin effective date 2026,"[""q_483""]",batteries_and_minerals,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_122,site:trade.gov automotive tariffs Georgia manufacturers Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_493""]",automotive_and_trade,statewide_georgia,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
targeted_123,site:gao.gov automotive tariffs supply chain costs Section 232 auto parts tariff HTS effective date effective date 2026,"[""q_495""]",automotive_and_trade,national_international_context,sector_policy,[],False,Insufficient original evidence; add explicit product/policy terminology.,not_executed
