passage_id,supporting_excerpt,relevance_explanation,company_applicability,temporal_status,recovery_claim_id,query_id,chunk_id,document_id,source_url,evidence_kind,already_extracted_for_query,source_text_path,current_legal_applicability,review_status,source_base_directory,resolved_source_text_path,manual_relevance_review,supports_requested_tariff_program
passage_a9db809b9cffd5b0e3684b15,"Developers are typically responsible for securing financing, managing project development, and ensuring that the project is operational within budget and schedule. While tariff and trade changes are usually perceived as a project risk, EPC contractors generally have discretion as to the timing and sourcing of project equipment and materials and, arguably, can reduce their exposure to tariff changes and trade policy.",This text discusses general project risks and mitigation strategies for BESS projects involving imports but does not identify any specific Georgia-based developers or facilities facing these tariffs.,national_or_sector_context,source_reports_effective_as_of_source_date,recovered_ec60303cedb1dc80ff75a62e,q_399,chunk_2a4f5d0e895bf34e2a657492,document_509f150d033f6e532a9c598a,https://www.morganlewis.com/pubs/2025/03/addressing-tariffs-and-trade-in-energy-storage-projects,full_document,False,text/23c6f86416709384a8b7cdbdd2153b7b092eef27ad50b9ac2e115e463a934291.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/23c6f86416709384a8b7cdbdd2153b7b092eef27ad50b9ac2e115e463a934291.txt,,
passage_dbd617af8f6652c0b28a94c0,HS code for nickel sulfate hexahydrate aligns with standard classifications for tariff compliance 2025. Key Applications of Nickel Sulfate Nickel sulfate drives demand in high-growth sectors tied to 2025 trade. - Electroplating: Durable nickel coatings - EV Batteries: NMC cathode precursor,"Confirms the HS code 2833.24 for nickel sulfate and its use in EV batteries, but explicitly states 'No changes to base 2833.24' without providing a duty rate.",national_or_sector_context,source_reports_effective_as_of_source_date,recovered_b6b50c25b677390aec25a11b,q_133,chunk_67e171290de30c474d20daab,document_10f3e9928e3faf88a8ebe386,https://www.freightamigo.com/en/blog/hs-code/hs-code-for-nickel-sulfate,full_document,False,text/11f6518d62414c84ad577c03d737bdf3327a6c1ff6534798a6a60b0b2b5702fc.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/11f6518d62414c84ad577c03d737bdf3327a6c1ff6534798a6a60b0b2b5702fc.txt,,
passage_50c0b182d84fec7af05d286f,"Most imported auto parts carry a ~2.5% base MFN rate plus a 25% Section 232 auto-parts tariff (HTS 9903.94.05), effective May 3, 2025; USMCA-qualifying parts are currently 0% (9903.94.06).",General auto parts tariff info does not confirm center-stack display specific status.,not_established,source_reports_effective_as_of_source_date,recovered_bb7798a1ec0be6a51746d330,q_452,chunk_2f1b2346125c9313c106bb7a,document_b2673d2d91a3140d2ae2126e,https://gingercontrol.com/industries/automotive-parts,full_document,False,text/ca067978d2c22f0e6df5653c97975760a709c437221ac94d25588a22bfb9f70b.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/ca067978d2c22f0e6df5653c97975760a709c437221ac94d25588a22bfb9f70b.txt,,
passage_21936816c98e129df617b9dc,"Optrex America, Inc., proposes to import LCD modules for a variety of applications. Two types of modules are at issue: (1) the “A” prefix modules",Historical ruling on LCD classification does not establish current tariff exposure.,explicit_named_company_effect,source_reports_effective_as_of_source_date,recovered_e6d6f557089c46f123d80786,q_452,chunk_6a670ce9c9f1052c359e962f,document_76722c4ec54fe87b40d7e21a,https://www.customsmobile.com/rulings/docview?doc_id=H049555,full_document,False,text/ae99c6f2b62ba01eb593882c478566762344d54eac28618481e9e9c08077ac29.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/ae99c6f2b62ba01eb593882c478566762344d54eac28618481e9e9c08077ac29.txt,,
passage_fdd06860fa204e8cf9d2d1da,Flat panel displays are another broad category of electronics that cannot be manufactured in this country despite their ubiquity.,Indicates import reliance but lacks specific tariff rate for center-stack displays.,not_established,source_reports_effective_as_of_source_date,recovered_ff8ddae85bdf3463336e0eda,q_452,chunk_a6a38524bff3b04544a0b122,document_03bbe90c34832e1434fed9ad,https://www.govinfo.gov/content/pkg/CHRG-115shrg40897/html/CHRG-115shrg40897.htm,full_document,False,text/f30925b8ea3be5dbaed17d934b11458b924bc6ea7a38f8269bbfb6d50c13a393.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/f30925b8ea3be5dbaed17d934b11458b924bc6ea7a38f8269bbfb6d50c13a393.txt,,
passage_253e0e5cf66dcd5647a7ffc2,Section 232 automotive tariffs are assessed in addition to: - MFN (most-favored-nation) base duties - Antidumping and countervailing duties,Describes stacking rules generally without confirming center-stack display classification.,not_established,source_reports_effective_as_of_source_date,recovered_98019b7a38e14524a5c4b1ec,q_452,chunk_9b9e42c4f3a83c807c83fa72,document_0526ae373642f85e4349ceaf,https://gingercontrol.com/blog/section-232-auto-parts-tariffs,full_document,False,text/82c2b47a12c5dab21f1c215d1486209fc2dcc3cd2503f95a3f3e9f172810b525.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/82c2b47a12c5dab21f1c215d1486209fc2dcc3cd2503f95a3f3e9f172810b525.txt,,
passage_356ddb80fd921c044fcd8a39,"The growth was caused in part by a surge in cargo since President Donald Trump returned to office in January, promising heavy tariffs on China and other U.S. trading partners. But double-digit increases Savannah saw during the spring months were followed by a sizable drop in June container volumes as Trump’s on-again, off-again tactics continued to fuel uncertainty.",Demonstrates policy uncertainty and conflicting tariff announcements affecting port activity.,national_or_sector_context,proposal_or_uncertain,recovered_c4a59ad0bcc2b8ab22390887,q_463,chunk_2357e2204456e03a0ab6179b,document_0fe93b485392284e2758944b,https://www.wabe.org/cargo-surge-amid-tariff-turmoil-drives-the-port-of-savannah-to-its-2nd-busiest-year,full_document,False,text/670f7792e786061954312afdbdce9cfde8249b9f18f8356e859c1f922cbc987b.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/670f7792e786061954312afdbdce9cfde8249b9f18f8356e859c1f922cbc987b.txt,,
passage_86d392a7474b932a20bf7a6b,"However, India is a market that we’re expecting to see great growth but they’re still at 50% so we really need to see that come together,",Shows specific country rates (India 50%) conflicting with other reported rates.,national_or_sector_context,proposal_or_uncertain,recovered_d49522ae93dc0d41715eec27,q_463,chunk_9d4288832720253c0c3df619,document_e2985c868e85600c1822d156,https://www.wtoc.com/2026/01/28/port-savannah-tracks-tariff-impacts-following-second-busiest-year-record,full_document,False,text/d93fef2eb459e6085577b97aa4dd5c804c3ccec7b8d5f9b328347aa8995a48ed.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/d93fef2eb459e6085577b97aa4dd5c804c3ccec7b8d5f9b328347aa8995a48ed.txt,,
passage_a08e178830a84fb811ece61f,"The surge, ironically, is a side effect of the tariff threat itself. Importers, worried about cost hikes, rushed to get goods into the country before the new duties kicked in.",Indicates duties were anticipated or not yet fully implemented at time of report.,national_or_sector_context,proposal_or_uncertain,recovered_9d82097dad4f4d42bc2baad3,q_463,chunk_67b54c12332bc0e7881e3edb,document_9121c02d44063faf4fda1009,https://valdostadailytimes.com/2025/11/03/gary-wisenbaker-georgia-ports-weather-tariff-turbulence,full_document,False,text/ca9ceb838489392234a867eaf1ce8f7555ed7983d963cca40d280e5e9e9fd22a.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/ca9ceb838489392234a867eaf1ce8f7555ed7983d963cca40d280e5e9e9fd22a.txt,,
passage_42ce39f34b3d0ee4c2a42b3d,"$136.6B in Imports (2023): Electronics, vehicles, machinery.",Confirms electronics are imported but does not specify applicable duty rates.,national_or_sector_context,proposal_or_uncertain,recovered_596f5875f685ec9d9a54219a,q_463,chunk_82e7de1c5a82a59834c5dd6a,document_c87ec8c076e1a5b724e5d9a5,https://www.linkedin.com/posts/sinagolara_georgia-and-tariffs-georgia-is-a-critical-activity-7327480102080962560-gT6J,full_document,False,text/274f25b1e243b6cd652e1a6e8ee5d9785c764de663f7e632eef3a75e9b712f65.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/274f25b1e243b6cd652e1a6e8ee5d9785c764de663f7e632eef3a75e9b712f65.txt,,
passage_5af87bdc4fd8579972e8ee14,"What tariffs apply to batteries from South Korea? Batteries imported from South Korea are subject to the standard MFN base duty rate, plus Section 232 steel screening, Section 232 aluminum screening tariff overlays. Use the duty calculator to get the exact rate for your HTS code.","Indicates that South Korean batteries do not have a single fixed rate but depend on MFN base rates plus specific Section 232 overlays, creating a conflict with the flat 15% or 10% figures found elsewhere.",national_or_sector_context,source_reports_effective_as_of_source_date,recovered_e4c535b62a2f6b3dfdf09676,q_116,chunk_848c1626ca3557a4b3006680,document_53282925fd2c3b74a4215d86,https://ustariffrates.com/import/batteries/from/south-korea,full_document,False,text/3f635a188462e3bc13890596d891f0e9235745be96f53c12ad4bdb83aed53887.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/3f635a188462e3bc13890596d891f0e9235745be96f53c12ad4bdb83aed53887.txt,,
passage_413f4cc50602a89858ee89cd,"What is the US tariff on lithium-ion batteries? Lithium-ion batteries are classified under HTS 8507.60 with a base duty rate of 3.4%. Section 301 tariffs on Chinese-origin lithium-ion batteries add 25%, bringing the effective rate to 28.4% for Chinese imports.","Confirms the base HTS code and rate but explicitly limits the high tariff discussion to Chinese origin, failing to provide a specific rate for South Korea other than implying it is the 'standard MFN' which conflicts with the 15% figure.",national_or_sector_context,source_reports_effective_as_of_source_date,recovered_864632f2b05111d75f209df0,q_116,chunk_9ebb2396e7eb83976c726111,document_59ddee8a8a9e420fab4ec2f4,https://ustariffrates.com/products/batteries,full_document,False,text/6e03ad1bdf1c7d2197491930bf6f95382bd658cc82276e02327eb62ab7888e11.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/6e03ad1bdf1c7d2197491930bf6f95382bd658cc82276e02327eb62ab7888e11.txt,,
passage_0be687f69e5cefdd6b00c4bb,"The rise in vehicle costs due to new tariffs and supply chain disruptions will make electric vehicles more expensive, potentially slowing adoption.",References general tariff impacts on EV market but lacks specific equipment duty data for Georgia.,facility_location_only,proposal_or_uncertain,recovered_bb2778ec900d720420894c16,q_401,chunk_7d32d3808b15749ea6516c3c,document_6f9b33447339803b24b72748,https://christopherchico.substack.com/p/trumps-tariff-hike-what-it-means,full_document,False,text/9698187ec77cc7c3be5a57185f6865adc50227576cf7e21e5797449bfd2b2ef4.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/9698187ec77cc7c3be5a57185f6865adc50227576cf7e21e5797449bfd2b2ef4.txt,,
passage_1e25166d568eb359b4f89de5,"However, the U.S. currently has no federal recycling mandate or recycled content requirements for lithium-ion batteries.",Indicates lack of federal mandates which may imply absence of specific duty frameworks for equipment.,facility_location_only,proposal_or_uncertain,recovered_107bd877d2c9c5d45cee51b2,q_401,chunk_b4ffbe6a57496a6441675223,document_bc72c6112a68baec615b0c32,https://www.coxautoinc.com/mobility/wp-content/uploads/sites/11/2022/09/EV_Battery_Whitepaper.pdf,full_document,False,text/a559a1296f365400581e79ce6fd97063eb0b6a64565c47a0f9e86e471d1fd14d.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/a559a1296f365400581e79ce6fd97063eb0b6a64565c47a0f9e86e471d1fd14d.txt,,
passage_1567bbcb320010294df36eaf,"The rapidly solidified powder feedstock is then mixed with a binder to form a final shape using compression bonding, injection molding, or calendaring.","Describes the use of a 'binder' in NdFeB magnet production, unrelated to PVDF battery binders.",not_established,source_reports_effective_as_of_source_date,recovered_69ebd054c41da00adeb2976c,q_141,chunk_7b6a531da672eb3f7b2ae4f3,document_a7dbe6a196be7a4fb8796cd9,https://www.federalregister.gov/documents/2023/02/14/2023-03078/publication-of-a-report-on-the-effect-of-imports-of-neodymium-iron-boron-ndfeb-permanent-magnets-on,full_document,False,text/7d9a8e05fa685624880690d483624a3514891eb3a6e86832a73075992b277d7a.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/7d9a8e05fa685624880690d483624a3514891eb3a6e86832a73075992b277d7a.txt,,
passage_3a004899070fc001b4f616b3,Hyundai and LG Energy Solution are building another battery plant near the Metaplant.,Confirms facility location but lacks tariff data.,facility_location_only,proposal_or_uncertain,recovered_16fdfa0fcfc574fd40d854ef,q_44,chunk_79d870d110fb7dc49ea6b981,document_6639c375dd8589aa6f7a5717,https://battery-news.de/en/2026/07/16/hyundai-and-sk-on-begin-battery-production-in-georgia,full_document,False,text/cd55b45055247bc0167cedc70cb772137a87f6fce688ef2aeb75a1356375cc4c.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/cd55b45055247bc0167cedc70cb772137a87f6fce688ef2aeb75a1356375cc4c.txt,,
passage_0871fa4e21b86f505a52e770,"Korean products, which enjoyed a zero percent tariff for decades under the Korea-U.S. FTA, are now subject to a 15 percent tariff.",Mentions general tariff rates but does not link them to Hyundai/LG Georgia venture specifically.,national_or_sector_context,proposal_or_uncertain,recovered_889548093fbe0bd7704224e7,q_44,chunk_4db87254eadb0497ac799379,document_4e2efc4aa271b882af0c43a1,https://www.koreajoongangdaily.com/business/exclusive-us-ev-battery-imports-from-korea-top-1300-as-tariffs-push-shift-from-china/11937242,full_document,False,text/ba7c892df9589a03037487b5f188a7c8303585ae4b1252f25b1e23881e3dc2c4.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/ba7c892df9589a03037487b5f188a7c8303585ae4b1252f25b1e23881e3dc2c4.txt,,
passage_22681299eb68d8a43e0908d0,"The site also includes a $4.3 billion battery manufacturing facility called the HL-GA Battery Company, operated as joint venture between Hyundai and LG Energy Solution.",Confirms JV existence but provides no tariff exposure details.,facility_location_only,proposal_or_uncertain,recovered_ed5d8c8186c70c498b2c3433,q_44,chunk_80f53a3be6ca605d02c19dc3,document_3255c41857c6cbbfa7ee8d86,https://en.wikipedia.org/wiki/Hyundai_Motor_Group_Metaplant_America,full_document,False,text/a3a426bc4130601bd1502ebd10435740fee86b21043caf66156fe214a9bee90b.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/a3a426bc4130601bd1502ebd10435740fee86b21043caf66156fe214a9bee90b.txt,,
passage_76ca6c0837553328b5eced4f,rapidly shifting and unpredictable long-term federal policy has made it difficult for businesses to make forward looking investment decisions,Indicates policy uncertainty preventing establishment of current tariff applicability.,not_established,proposal_or_uncertain,recovered_dc224d477291aacc8b0bf8b3,q_44,chunk_e7e55c373f8ed1602f36312b,document_a162e58e59a48f96d2c77035,https://www.c2es.org/document/securing-the-critical-battery-materials-supply-chain-in-the-southeast-united-states,full_document,False,text/1cb1e0963fd0c0867c9367daf44127f65a68fcc2708c0373c707dd4dc7e34094.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/1cb1e0963fd0c0867c9367daf44127f65a68fcc2708c0373c707dd4dc7e34094.txt,,
passage_f8ca9ded431a50cb9e9b68cd,Spodumene is generally classified under 2620 90 00 for trade and export.,Establishes one classification path (2620) but notes country-specific variations.,not_established,source_reports_effective_as_of_source_date,recovered_7a36040459d81ab12845d612,q_405,chunk_391cb79fcb4428fedf4043c9,document_e0bb7422a5736d371df5fcc5,https://minerals.co.com/lithium-mineral-hs-code,full_document,True,text/01e53a63321b9a39d8cefd950cd0f8e0057e02e2d956c7178e55c8b2b5b975a7.txt,not_established,locally_extracted_quote_validated_not_manually_verified,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09,/home/sm11926/Certification_status/outputs/tariffs/pilot-2026-09-09/text/01e53a63321b9a39d8cefd950cd0f8e0057e02e2d956c7178e55c8b2b5b975a7.txt,,
